Transaction_ID,User_ID,Transaction_Description,Amount,Location,Timestamp
87,1645,Amazon Purchase $1676.89,1676.89,"Hendersonland, Suriname",06-01-2025 16:15
88,3273,Amazon Purchase $5360.57,5360.57,"Lake Lindaport, Finland",31-01-2025 02:18
89,1996,Credit Card Payment $2868.4,2868.4,"Port Jenniferhaven, Norfolk Island",04-03-2025 10:34
90,3586,Gas Station Payment $2176.93,2176.93,"Susanview, Norfolk Island",18-01-2025 19:06
91,1909,Gas Station Payment $5071.86,5071.86,"New Bradley, Malta",11-01-2025 05:08
92,4701,Suspicious Wire Transfer $4738.24,4738.24,"Jameschester, Saint Martin",13-02-2025 10:34
93,3331,Suspicious Wire Transfer $6846.59,6846.59,"West Sean, Finland",01-03-2025 03:03
94,3283,PayPal Transfer $4701.22,4701.22,"East Seth, Turkmenistan",01-01-2025 12:35
95,1179,Suspicious Wire Transfer $341.77,341.77,"Robertfort, Somalia",06-03-2025 09:19
96,3461,Suspicious Wire Transfer $5404.39,5404.39,"Garciafort, Latvia",28-02-2025 05:08
97,4649,PayPal Transfer $7110.45,7110.45,"Lake Michael, Paraguay",02-01-2025 12:55
98,3368,PayPal Transfer $3260.38,3260.38,"Lake Edgarburgh, Turkmenistan",27-01-2025 19:58
99,4340,Suspicious Wire Transfer $5643.9,5643.9,"Shawnmouth, Bosnia and Herzegovina",21-02-2025 09:29
100,1021,PayPal Transfer $6103.13,6103.13,"New Loriport, United States Minor Outlying Islands",19-02-2025 08:17
101,3006,Gas Station Payment $5913.42,5913.42,"Lake Joshua, Saint Pierre and Miquelon",23-01-2025 13:42
102,4760,Walmart Shopping $2527.27,2527.27,"New Charlene, Greece",07-01-2025 14:30
103,4874,Walmart Shopping $2691.09,2691.09,"South Ericport, Saint Pierre and Miquelon",22-01-2025 01:38
104,2697,Gas Station Payment $7020.75,7020.75,"Fischerview, Zambia",19-01-2025 23:01
105,1965,Walmart Shopping $4274.62,4274.62,"East Kennethstad, Oman",14-02-2025 10:57
106,2667,PayPal Transfer $4913.07,4913.07,"New Christopherview, Russian Federation",07-01-2025 20:21
107,2055,Amazon Purchase $5392.7,5392.7,"Jonesstad, Saint Kitts and Nevis",01-01-2025 05:01
108,1215,Walmart Shopping $9958.11,9958.11,"South Robert, Georgia",13-03-2025 02:49
109,1235,PayPal Transfer $4907.46,4907.46,"Parkerport, Saint Vincent and the Grenadines",20-01-2025 06:24
110,3448,Credit Card Payment $4275.71,4275.71,"Lake Tracishire, Romania",25-01-2025 23:57
111,1538,Suspicious Wire Transfer $7365.3,7365.3,"New Jorgeview, Armenia",01-03-2025 00:08
112,4318,Suspicious Wire Transfer $5632.13,5632.13,"Carlport, Finland",26-02-2025 07:34
113,4174,PayPal Transfer $9196.31,9196.31,"Port Lynnborough, Morocco",08-02-2025 16:55
114,2594,Suspicious Wire Transfer $9509.32,9509.32,"North Michael, Papua New Guinea",22-01-2025 16:40
115,3039,Suspicious Wire Transfer $3285.62,3285.62,"Damonview, Tanzania",01-01-2025 12:16
116,3936,Walmart Shopping $1336.67,1336.67,"Jenniferhaven, British Virgin Islands",03-02-2025 07:51
117,2973,Amazon Purchase $255.6,255.6,"Port Davidmouth, Heard Island and McDonald Islands",13-02-2025 14:47
118,2039,Amazon Purchase $1818.63,1818.63,"Pearsonshire, Mexico",13-03-2025 06:39
119,3160,Gas Station Payment $4247.13,4247.13,"Port Erinfurt, Jersey",06-02-2025 14:13
120,3879,Suspicious Wire Transfer $696.97,696.97,"Cherylfurt, Central African Republic",14-01-2025 10:51
121,2554,Gas Station Payment $9811.3,9811.3,"Harrisview, Tonga",13-03-2025 01:55
122,2899,Gas Station Payment $6663.2,6663.2,"South Scott, Pakistan",03-02-2025 00:15
123,3113,Suspicious Wire Transfer $8595.27,8595.27,"Ellisstad, Czech Republic",12-03-2025 01:47
124,3445,Credit Card Payment $983.42,983.42,"Michaelshire, Bolivia",04-02-2025 06:25
125,2915,Suspicious Wire Transfer $4658.78,4658.78,"Allenton, Iran",06-03-2025 17:31
126,1949,PayPal Transfer $8420.87,8420.87,"North Matthew, Liberia",15-02-2025 15:14
127,3439,Credit Card Payment $5102.46,5102.46,"East Margaretberg, New Caledonia",22-02-2025 04:41
128,3150,PayPal Transfer $361.53,361.53,"East Kristinberg, Serbia",31-01-2025 22:43
129,3145,Credit Card Payment $7916.21,7916.21,"North Melissaview, Turkey",17-01-2025 17:30
130,4498,PayPal Transfer $1062.8,1062.8,"North Joshuastad, Madagascar",17-02-2025 06:56
131,3981,Credit Card Payment $8217.48,8217.48,"Brownchester, Vietnam",03-02-2025 22:45
132,4719,PayPal Transfer $8409.35,8409.35,"Beckychester, Singapore",26-02-2025 08:30
133,4488,PayPal Transfer $6801.09,6801.09,"Hartburgh, Jersey",31-01-2025 03:21
134,2879,Suspicious Wire Transfer $2011.15,2011.15,"Parkerview, Saint Martin",02-03-2025 12:20
135,3338,Walmart Shopping $780.16,780.16,"Pachecoside, Faroe Islands",31-01-2025 22:52
136,3077,Amazon Purchase $7099.65,7099.65,"New Crystal, Niger",01-01-2025 06:26
137,2084,Suspicious Wire Transfer $5040.31,5040.31,"North Franciscoshire, Romania",22-01-2025 10:46
138,4038,Walmart Shopping $8761.65,8761.65,"Paynetown, Turkey",04-03-2025 22:59
139,1613,Suspicious Wire Transfer $5010.99,5010.99,"Lake Sharon, Djibouti",15-01-2025 16:11
140,2679,Gas Station Payment $4991.64,4991.64,"South Dorisburgh, Barbados",27-02-2025 03:50
141,2930,Gas Station Payment $8795.81,8795.81,"Laurenburgh, Uruguay",15-02-2025 07:19
142,2157,Gas Station Payment $7210.72,7210.72,"North Michellefurt, China",31-01-2025 12:34
143,4086,Amazon Purchase $8064.52,8064.52,"West Amanda, Papua New Guinea",03-01-2025 18:13
144,3599,Amazon Purchase $6472.23,6472.23,"Vargaschester, Mozambique",08-02-2025 13:10
145,4992,Gas Station Payment $8736.33,8736.33,"Lake David, Bolivia",07-03-2025 22:57
146,4594,Gas Station Payment $3658.04,3658.04,"East Jessica, United States Minor Outlying Islands",08-03-2025 12:53
147,1530,Walmart Shopping $2279.91,2279.91,"Amystad, United States of America",01-03-2025 05:56
148,1176,PayPal Transfer $2647.17,2647.17,"North Troy, Korea",27-01-2025 03:28
149,3712,Credit Card Payment $8480.69,8480.69,"North Haleyport, Venezuela",01-03-2025 22:43
150,2188,Walmart Shopping $6160.13,6160.13,"Port Marie, Singapore",04-01-2025 00:22
151,4057,Gas Station Payment $9693.81,9693.81,"Kellytown, Reunion",18-01-2025 13:50
152,3142,PayPal Transfer $1126.04,1126.04,"Port Austinbury, Malta",03-02-2025 03:45
153,3287,Walmart Shopping $786.47,786.47,"Saunderstown, Argentina",25-02-2025 13:49
154,2111,Amazon Purchase $1244.7,1244.7,"Port Heathermouth, Isle of Man",07-01-2025 04:26
155,4448,PayPal Transfer $9473.74,9473.74,"Dunnfort, Albania",11-03-2025 00:24
156,3264,Walmart Shopping $1469.25,1469.25,"Brandonberg, Martinique",04-02-2025 17:12
157,2899,Amazon Purchase $129.28,129.28,"Hunterport, Brunei Darussalam",30-01-2025 20:24
158,1765,Walmart Shopping $9803.58,9803.58,"Andreaview, Western Sahara",06-02-2025 12:40
159,3467,Credit Card Payment $9521.02,9521.02,"Feliciachester, Congo",14-01-2025 00:07
160,1317,Walmart Shopping $5364.06,5364.06,"New Karlmouth, Anguilla",02-02-2025 08:54
161,4621,Suspicious Wire Transfer $127.85,127.85,"Thomasshire, Wallis and Futuna",12-01-2025 10:59
162,1698,Suspicious Wire Transfer $6910.2,6910.2,"North Casey, Marshall Islands",29-01-2025 06:32
163,2595,Suspicious Wire Transfer $2540.42,2540.42,"Lunatown, Cameroon",05-03-2025 20:11
164,1612,PayPal Transfer $3350.39,3350.39,"East John, Jordan",03-03-2025 07:28
165,2674,Walmart Shopping $1084.81,1084.81,"Jacksonberg, El Salvador",11-03-2025 14:37
166,4314,Gas Station Payment $5283.6,5283.6,"West Danielleland, Niger",28-02-2025 21:20
167,4348,Gas Station Payment $2505.78,2505.78,"Port Bryan, Korea",02-03-2025 11:20
168,1555,Amazon Purchase $1084.01,1084.01,"Lindastad, Iceland",01-01-2025 05:33
169,1292,Credit Card Payment $2049.91,2049.91,"New Lindseybury, Saudi Arabia",09-01-2025 20:33
170,3597,Suspicious Wire Transfer $6908.28,6908.28,"East Jacob, Algeria",26-01-2025 22:35
171,4083,Credit Card Payment $7173.49,7173.49,"Clineville, Mozambique",10-01-2025 01:29
172,2852,Gas Station Payment $6308.77,6308.77,"Katherineberg, Italy",19-02-2025 05:38
173,1131,Gas Station Payment $5005.67,5005.67,"East Mariaberg, Colombia",09-03-2025 21:28
174,1987,Suspicious Wire Transfer $1216.59,1216.59,"Daltonton, Guinea",17-01-2025 09:06
175,3082,Suspicious Wire Transfer $480.77,480.77,"Robertport, Niue",20-02-2025 09:55
176,3660,Suspicious Wire Transfer $1410.64,1410.64,"Port Tyronebury, Israel",22-02-2025 18:57
177,3286,Suspicious Wire Transfer $4517.35,4517.35,"West Ericside, Mozambique",19-01-2025 13:54
178,4460,Walmart Shopping $5028.56,5028.56,"Alexandraport, Uganda",09-03-2025 21:01
179,2895,Amazon Purchase $1849.65,1849.65,"Port Martinhaven, Norfolk Island",09-03-2025 07:26
180,4187,Amazon Purchase $6862.47,6862.47,"Lake Misty, Faroe Islands",08-01-2025 12:39
181,1497,Credit Card Payment $3049.51,3049.51,"New Matthew, Austria",09-02-2025 07:21
182,3708,PayPal Transfer $9440.51,9440.51,"Leemouth, Liechtenstein",02-03-2025 08:57
183,3773,Walmart Shopping $8725.83,8725.83,"Cherryville, Western Sahara",20-02-2025 17:05
184,3712,Gas Station Payment $2109.1,2109.1,"Lake Trevor, Korea",22-02-2025 11:07
185,3346,Amazon Purchase $3145.3,3145.3,"East Donaldfurt, Seychelles",05-02-2025 08:56
186,2173,PayPal Transfer $2250.15,2250.15,"West Angela, Spain",01-03-2025 06:16
187,2906,Walmart Shopping $5498.45,5498.45,"Wilsonmouth, Bulgaria",01-02-2025 08:42
188,4666,PayPal Transfer $7829.61,7829.61,"Jodishire, Azerbaijan",05-03-2025 07:16
189,4288,Walmart Shopping $1473.59,1473.59,"Ramirezmouth, Lithuania",22-01-2025 11:30
190,2193,Gas Station Payment $2535.5,2535.5,"Kevinville, Serbia",12-01-2025 17:50
191,2445,Credit Card Payment $7226.17,7226.17,"East Julieport, United States Minor Outlying Islands",12-03-2025 04:19
192,4008,Suspicious Wire Transfer $4615.73,4615.73,"Joneston, Armenia",31-01-2025 05:13
193,3195,Credit Card Payment $1847.07,1847.07,"Cardenasshire, Uruguay",21-01-2025 11:33
194,3680,PayPal Transfer $940.56,940.56,"North Vincenttown, Iraq",02-02-2025 13:03
195,3719,Credit Card Payment $9336.89,9336.89,"West Jonathantown, Mexico",31-01-2025 16:03
196,2708,Walmart Shopping $2219.25,2219.25,"Jamesmouth, Micronesia",01-01-2025 09:11
197,4963,Suspicious Wire Transfer $1085.73,1085.73,"Port Stephanie, Western Sahara",11-02-2025 10:12
198,1979,Gas Station Payment $3962.42,3962.42,"Benjaminmouth, Kazakhstan",10-02-2025 16:21
199,4317,Credit Card Payment $6094.36,6094.36,"West Charles, Gibraltar",14-02-2025 00:17
200,4994,PayPal Transfer $5942.53,5942.53,"Kathrynland, Holy See (Vatican City State)",17-01-2025 11:00
201,4824,Walmart Shopping $8878.02,8878.02,"Kathleenstad, Greenland",07-03-2025 01:03
202,3695,Gas Station Payment $1880.25,1880.25,"Lake Sean, Korea",25-01-2025 23:19
203,1596,Amazon Purchase $9315.92,9315.92,"Ashleybury, Tonga",25-01-2025 12:46
204,3139,Gas Station Payment $6619.08,6619.08,"Lake Brandonmouth, San Marino",06-03-2025 03:21
205,3553,Credit Card Payment $2436.38,2436.38,"East Jamesberg, Turkey",04-01-2025 14:57
206,4969,PayPal Transfer $1888.56,1888.56,"Port Melaniechester, Liberia",16-02-2025 07:16
207,4594,Suspicious Wire Transfer $4919.47,4919.47,"Scottstad, Lebanon",27-01-2025 13:29
208,4793,Amazon Purchase $740.31,740.31,"New Jennifer, Angola",26-02-2025 14:44
209,2760,Suspicious Wire Transfer $4917.79,4917.79,"East Breanna, Saint Vincent and the Grenadines",03-03-2025 12:18
210,2602,Credit Card Payment $3415.3,3415.3,"East Tara, Bosnia and Herzegovina",16-02-2025 00:22
211,2580,Suspicious Wire Transfer $9694.26,9694.26,"Maddoxhaven, Portugal",20-01-2025 13:38
212,2437,PayPal Transfer $2175.54,2175.54,"New Jacobburgh, Haiti",03-02-2025 07:56
213,2847,Walmart Shopping $8022.63,8022.63,"Josephton, Belgium",17-02-2025 04:23
214,3902,Credit Card Payment $9058.01,9058.01,"Bowenberg, Libyan Arab Jamahiriya",09-03-2025 12:04
215,4295,Gas Station Payment $2784.76,2784.76,"Jeffreyport, Liberia",24-01-2025 18:55
216,3381,Suspicious Wire Transfer $6934.7,6934.7,"East Kathy, Turkmenistan",13-03-2025 12:40
217,4814,Gas Station Payment $2132.6,2132.6,"Wagnertown, Timor-Leste",22-01-2025 09:54
218,1275,PayPal Transfer $2697.72,2697.72,"Allisonberg, Lesotho",08-01-2025 05:03
219,1890,PayPal Transfer $1962.58,1962.58,"South Gloriaton, Spain",12-02-2025 11:06
220,3580,PayPal Transfer $1163.56,1163.56,"South Michael, Georgia",09-01-2025 15:03
221,2751,Suspicious Wire Transfer $6805.07,6805.07,"Port William, Sweden",08-01-2025 06:16
222,4407,Walmart Shopping $3448.64,3448.64,"Richardsonview, Armenia",17-01-2025 04:51
223,3837,Gas Station Payment $2800.76,2800.76,"South Cassandraberg, Russian Federation",03-01-2025 00:45
224,3372,Credit Card Payment $3819.7,3819.7,"Smithbury, Angola",04-02-2025 05:12
225,1167,PayPal Transfer $3053.61,3053.61,"Richardsonton, Western Sahara",23-01-2025 18:21
226,1683,Credit Card Payment $587.36,587.36,"Port Karenmouth, San Marino",12-01-2025 23:09
227,2823,PayPal Transfer $2797.81,2797.81,"New Cameronborough, Netherlands Antilles",09-03-2025 09:05
228,2575,Amazon Purchase $8015.69,8015.69,"Conradshire, Indonesia",26-01-2025 14:03
229,4930,Walmart Shopping $5342.57,5342.57,"Thomasside, Antigua and Barbuda",27-02-2025 15:58
230,2735,Gas Station Payment $3288.9,3288.9,"North Kristintown, Lithuania",04-03-2025 02:03
231,1383,Gas Station Payment $305.78,305.78,"Dunlapfort, Pitcairn Islands",17-01-2025 13:33
232,3003,Gas Station Payment $2489.89,2489.89,"Davidhaven, Nepal",17-02-2025 09:27
233,2504,Gas Station Payment $91.15,91.15,"Moraland, Egypt",25-01-2025 18:03
234,2328,Walmart Shopping $576.41,576.41,"Cassandraton, Mayotte",24-02-2025 16:23
235,3899,Credit Card Payment $5040.82,5040.82,"North Ryanburgh, Uzbekistan",17-02-2025 03:53
236,4123,Credit Card Payment $5794.33,5794.33,"Batesbury, Venezuela",21-02-2025 09:31
237,1001,Credit Card Payment $7636.2,7636.2,"Jensenshire, Taiwan",04-01-2025 00:51
238,4502,Suspicious Wire Transfer $7051.2,7051.2,"Port Aliciabury, Tokelau",30-01-2025 00:03
239,1340,Walmart Shopping $8000.65,8000.65,"Lake Carrieborough, Albania",10-03-2025 15:15
240,2167,Gas Station Payment $9509.49,9509.49,"Port Christopher, Niger",14-02-2025 13:50
241,1375,PayPal Transfer $7566.09,7566.09,"Dianemouth, Zimbabwe",26-01-2025 22:48
242,4116,Credit Card Payment $9871.94,9871.94,"Barryhaven, Liechtenstein",26-01-2025 19:09
243,3808,PayPal Transfer $3050.05,3050.05,"Port Alexmouth, Burkina Faso",13-02-2025 05:34
244,4727,Gas Station Payment $2586.38,2586.38,"New Sherri, Central African Republic",20-01-2025 18:09
245,1977,Amazon Purchase $531.84,531.84,"East Stanleyview, Turkey",18-01-2025 02:55
246,1321,PayPal Transfer $789.36,789.36,"Jeremyfurt, Czech Republic",14-01-2025 05:17
247,2281,Walmart Shopping $893.16,893.16,"West Nathaniel, Wallis and Futuna",16-01-2025 17:24
248,4137,Walmart Shopping $5292.51,5292.51,"Castillomouth, Brazil",10-03-2025 01:30
249,4666,Credit Card Payment $3061.05,3061.05,"Christieview, French Southern Territories",07-03-2025 13:53
250,3753,Credit Card Payment $4852.29,4852.29,"Susanstad, Guinea-Bissau",21-02-2025 15:27
251,4320,Credit Card Payment $2885.49,2885.49,"Lake Donald, Slovakia (Slovak Republic)",19-02-2025 05:21
252,4968,Amazon Purchase $2106.77,2106.77,"Chaseton, Marshall Islands",03-03-2025 09:20
253,1030,Walmart Shopping $2981.3,2981.3,"Lake Deannaville, Cocos (Keeling) Islands",20-02-2025 01:25
254,2153,Walmart Shopping $7802.54,7802.54,"North Tony, Armenia",14-02-2025 22:23
255,2679,Suspicious Wire Transfer $8067.53,8067.53,"East Mark, American Samoa",23-01-2025 04:54
256,4632,Walmart Shopping $8006.5,8006.5,"North Jennifer, Niue",21-02-2025 17:53
257,3379,Suspicious Wire Transfer $5811.81,5811.81,"South Michael, Chile",14-01-2025 02:04
258,4580,Credit Card Payment $135.26,135.26,"New Christinaside, South Africa",14-02-2025 11:00
259,1163,Amazon Purchase $515.44,515.44,"New Sean, Bangladesh",05-03-2025 05:48
260,3776,Credit Card Payment $2958.92,2958.92,"Paigeshire, Hungary",03-01-2025 19:58
261,1788,PayPal Transfer $8004.05,8004.05,"Brandonside, Lao People's Democratic Republic",20-01-2025 05:14
262,1382,Gas Station Payment $230.4,230.4,"Roweview, United Arab Emirates",26-01-2025 11:24
263,3280,Credit Card Payment $9673.57,9673.57,"Lake Jennystad, Italy",25-01-2025 11:22
264,3343,Amazon Purchase $3886.08,3886.08,"North Brandonhaven, New Zealand",19-01-2025 15:02
265,2244,Credit Card Payment $5137.95,5137.95,"Port Valerieburgh, Nepal",16-02-2025 16:01
266,2991,Gas Station Payment $2725.36,2725.36,"New Allen, Martinique",12-02-2025 02:50
267,2740,Amazon Purchase $8366.65,8366.65,"Oliviamouth, Cocos (Keeling) Islands",13-01-2025 06:32
268,1724,Walmart Shopping $1959.72,1959.72,"Ballardbury, Honduras",12-02-2025 14:39
269,3005,Walmart Shopping $3492.62,3492.62,"East Curtisberg, Samoa",16-02-2025 04:41
270,3559,PayPal Transfer $5316.68,5316.68,"Lake Nancyland, Philippines",23-01-2025 13:24
271,3557,PayPal Transfer $5805.97,5805.97,"South Zacharytown, Zimbabwe",06-01-2025 18:02
272,2231,PayPal Transfer $3639.76,3639.76,"Wellschester, Syrian Arab Republic",03-03-2025 11:41
273,2663,PayPal Transfer $8411.2,8411.2,"South Crystalville, Burundi",04-01-2025 20:12
274,3975,Walmart Shopping $1806.52,1806.52,"Port Dannystad, Egypt",01-03-2025 03:44
275,2086,Gas Station Payment $1263.38,1263.38,"New Jennifer, Singapore",07-03-2025 00:42
276,1387,Suspicious Wire Transfer $7402.83,7402.83,"Jordanmouth, Nepal",12-03-2025 04:00
277,3427,PayPal Transfer $8181.83,8181.83,"East Javier, Estonia",21-02-2025 01:38
