Transaction_ID,User_ID,Transaction_Description,Amount,Location,Timestamp
96,3461,suspicious wire transfer 540439,5404.39,"Garciafort, Latvia",28-02-2025 05:08
97,4649,paypal transfer 711045,7110.45,"Lake Michael, Paraguay",02-01-2025 12:55
98,3368,paypal transfer 326038,3260.38,"Lake Edgarburgh, Turkmenistan",27-01-2025 19:58
99,4340,suspicious wire transfer 56439,5643.9,"Shawnmouth, Bosnia and Herzegovina",21-02-2025 09:29
100,1021,paypal transfer 610313,6103.13,"New Loriport, United States Minor Outlying Islands",19-02-2025 08:17
101,3006,gas station payment 591342,5913.42,"Lake Joshua, Saint Pierre and Miquelon",23-01-2025 13:42
102,4760,walmart shopping 252727,2527.27,"New Charlene, Greece",07-01-2025 14:30
103,4874,walmart shopping 269109,2691.09,"South Ericport, Saint Pierre and Miquelon",22-01-2025 01:38
104,2697,gas station payment 702075,7020.75,"Fischerview, Zambia",19-01-2025 23:01
105,1965,walmart shopping 427462,4274.62,"East Kennethstad, Oman",14-02-2025 10:57
106,2667,paypal transfer 491307,4913.07,"New Christopherview, Russian Federation",07-01-2025 20:21
107,2055,amazon purchase 53927,5392.7,"Jonesstad, Saint Kitts and Nevis",01-01-2025 05:01
108,1215,walmart shopping 995811,9958.11,"South Robert, Georgia",13-03-2025 02:49
109,1235,paypal transfer 490746,4907.46,"Parkerport, Saint Vincent and the Grenadines",20-01-2025 06:24
110,3448,credit card payment 427571,4275.71,"Lake Tracishire, Romania",25-01-2025 23:57
111,1538,suspicious wire transfer 73653,7365.3,"New Jorgeview, Armenia",01-03-2025 00:08
112,4318,suspicious wire transfer 563213,5632.13,"Carlport, Finland",26-02-2025 07:34
113,4174,paypal transfer 919631,9196.31,"Port Lynnborough, Morocco",08-02-2025 16:55
114,2594,suspicious wire transfer 950932,9509.32,"North Michael, Papua New Guinea",22-01-2025 16:40
115,3039,suspicious wire transfer 328562,3285.62,"Damonview, Tanzania",01-01-2025 12:16
116,3936,walmart shopping 133667,1336.67,"Jenniferhaven, British Virgin Islands",03-02-2025 07:51
117,2973,amazon purchase 2556,255.6,"Port Davidmouth, Heard Island and McDonald Islands",13-02-2025 14:47
118,2039,amazon purchase 181863,1818.63,"Pearsonshire, Mexico",13-03-2025 06:39
119,3160,gas station payment 424713,4247.13,"Port Erinfurt, Jersey",06-02-2025 14:13
120,3879,suspicious wire transfer 69697,696.97,"Cherylfurt, Central African Republic",14-01-2025 10:51
121,2554,gas station payment 98113,9811.3,"Harrisview, Tonga",13-03-2025 01:55
122,2899,gas station payment 66632,6663.2,"South Scott, Pakistan",03-02-2025 00:15
123,3113,suspicious wire transfer 859527,8595.27,"Ellisstad, Czech Republic",12-03-2025 01:47
124,3445,credit card payment 98342,983.42,"Michaelshire, Bolivia",04-02-2025 06:25
125,2915,suspicious wire transfer 465878,4658.78,"Allenton, Iran",06-03-2025 17:31
126,1949,paypal transfer 842087,8420.87,"North Matthew, Liberia",15-02-2025 15:14
127,3439,credit card payment 510246,5102.46,"East Margaretberg, New Caledonia",22-02-2025 04:41
128,3150,paypal transfer 36153,361.53,"East Kristinberg, Serbia",31-01-2025 22:43
129,3145,credit card payment 791621,7916.21,"North Melissaview, Turkey",17-01-2025 17:30
130,4498,paypal transfer 10628,1062.8,"North Joshuastad, Madagascar",17-02-2025 06:56
131,3981,credit card payment 821748,8217.48,"Brownchester, Vietnam",03-02-2025 22:45
132,4719,paypal transfer 840935,8409.35,"Beckychester, Singapore",26-02-2025 08:30
133,4488,paypal transfer 680109,6801.09,"Hartburgh, Jersey",31-01-2025 03:21
134,2879,suspicious wire transfer 201115,2011.15,"Parkerview, Saint Martin",02-03-2025 12:20
135,3338,walmart shopping 78016,780.16,"Pachecoside, Faroe Islands",31-01-2025 22:52
136,3077,amazon purchase 709965,7099.65,"New Crystal, Niger",01-01-2025 06:26
137,2084,suspicious wire transfer 504031,5040.31,"North Franciscoshire, Romania",22-01-2025 10:46
138,4038,walmart shopping 876165,8761.65,"Paynetown, Turkey",04-03-2025 22:59
139,1613,suspicious wire transfer 501099,5010.99,"Lake Sharon, Djibouti",15-01-2025 16:11
140,2679,gas station payment 499164,4991.64,"South Dorisburgh, Barbados",27-02-2025 03:50
141,2930,gas station payment 879581,8795.81,"Laurenburgh, Uruguay",15-02-2025 07:19
142,2157,gas station payment 721072,7210.72,"North Michellefurt, China",31-01-2025 12:34
143,4086,amazon purchase 806452,8064.52,"West Amanda, Papua New Guinea",03-01-2025 18:13
144,3599,amazon purchase 647223,6472.23,"Vargaschester, Mozambique",08-02-2025 13:10
145,4992,gas station payment 873633,8736.33,"Lake David, Bolivia",07-03-2025 22:57
146,4594,gas station payment 365804,3658.04,"East Jessica, United States Minor Outlying Islands",08-03-2025 12:53
147,1530,walmart shopping 227991,2279.91,"Amystad, United States of America",01-03-2025 05:56
148,1176,paypal transfer 264717,2647.17,"North Troy, Korea",27-01-2025 03:28
149,3712,credit card payment 848069,8480.69,"North Haleyport, Venezuela",01-03-2025 22:43
150,2188,walmart shopping 616013,6160.13,"Port Marie, Singapore",04-01-2025 00:22
151,4057,gas station payment 969381,9693.81,"Kellytown, Reunion",18-01-2025 13:50
152,3142,paypal transfer 112604,1126.04,"Port Austinbury, Malta",03-02-2025 03:45
153,3287,walmart shopping 78647,786.47,"Saunderstown, Argentina",25-02-2025 13:49
154,2111,amazon purchase 12447,1244.7,"Port Heathermouth, Isle of Man",07-01-2025 04:26
155,4448,paypal transfer 947374,9473.74,"Dunnfort, Albania",11-03-2025 00:24
156,3264,walmart shopping 146925,1469.25,"Brandonberg, Martinique",04-02-2025 17:12
157,2899,amazon purchase 12928,129.28,"Hunterport, Brunei Darussalam",30-01-2025 20:24
158,1765,walmart shopping 980358,9803.58,"Andreaview, Western Sahara",06-02-2025 12:40
159,3467,credit card payment 952102,9521.02,"Feliciachester, Congo",14-01-2025 00:07
160,1317,walmart shopping 536406,5364.06,"New Karlmouth, Anguilla",02-02-2025 08:54
161,4621,suspicious wire transfer 12785,127.85,"Thomasshire, Wallis and Futuna",12-01-2025 10:59
162,1698,suspicious wire transfer 69102,6910.2,"North Casey, Marshall Islands",29-01-2025 06:32
163,2595,suspicious wire transfer 254042,2540.42,"Lunatown, Cameroon",05-03-2025 20:11
164,1612,paypal transfer 335039,3350.39,"East John, Jordan",03-03-2025 07:28
165,2674,walmart shopping 108481,1084.81,"Jacksonberg, El Salvador",11-03-2025 14:37
166,4314,gas station payment 52836,5283.6,"West Danielleland, Niger",28-02-2025 21:20
167,4348,gas station payment 250578,2505.78,"Port Bryan, Korea",02-03-2025 11:20
168,1555,amazon purchase 108401,1084.01,"Lindastad, Iceland",01-01-2025 05:33
169,1292,credit card payment 204991,2049.91,"New Lindseybury, Saudi Arabia",09-01-2025 20:33
170,3597,suspicious wire transfer 690828,6908.28,"East Jacob, Algeria",26-01-2025 22:35
171,4083,credit card payment 717349,7173.49,"Clineville, Mozambique",10-01-2025 01:29
172,2852,gas station payment 630877,6308.77,"Katherineberg, Italy",19-02-2025 05:38
173,1131,gas station payment 500567,5005.67,"East Mariaberg, Colombia",09-03-2025 21:28
174,1987,suspicious wire transfer 121659,1216.59,"Daltonton, Guinea",17-01-2025 09:06
175,3082,suspicious wire transfer 48077,480.77,"Robertport, Niue",20-02-2025 09:55
176,3660,suspicious wire transfer 141064,1410.64,"Port Tyronebury, Israel",22-02-2025 18:57
177,3286,suspicious wire transfer 451735,4517.35,"West Ericside, Mozambique",19-01-2025 13:54
178,4460,walmart shopping 502856,5028.56,"Alexandraport, Uganda",09-03-2025 21:01
179,2895,amazon purchase 184965,1849.65,"Port Martinhaven, Norfolk Island",09-03-2025 07:26
180,4187,amazon purchase 686247,6862.47,"Lake Misty, Faroe Islands",08-01-2025 12:39
181,1497,credit card payment 304951,3049.51,"New Matthew, Austria",09-02-2025 07:21
182,3708,paypal transfer 944051,9440.51,"Leemouth, Liechtenstein",02-03-2025 08:57
183,3773,walmart shopping 872583,8725.83,"Cherryville, Western Sahara",20-02-2025 17:05
184,3712,gas station payment 21091,2109.1,"Lake Trevor, Korea",22-02-2025 11:07
185,3346,amazon purchase 31453,3145.3,"East Donaldfurt, Seychelles",05-02-2025 08:56
186,2173,paypal transfer 225015,2250.15,"West Angela, Spain",01-03-2025 06:16
187,2906,walmart shopping 549845,5498.45,"Wilsonmouth, Bulgaria",01-02-2025 08:42
188,4666,paypal transfer 782961,7829.61,"Jodishire, Azerbaijan",05-03-2025 07:16
189,4288,walmart shopping 147359,1473.59,"Ramirezmouth, Lithuania",22-01-2025 11:30
190,2193,gas station payment 25355,2535.5,"Kevinville, Serbia",12-01-2025 17:50
191,2445,credit card payment 722617,7226.17,"East Julieport, United States Minor Outlying Islands",12-03-2025 04:19
192,4008,suspicious wire transfer 461573,4615.73,"Joneston, Armenia",31-01-2025 05:13
193,3195,credit card payment 184707,1847.07,"Cardenasshire, Uruguay",21-01-2025 11:33
194,3680,paypal transfer 94056,940.56,"North Vincenttown, Iraq",02-02-2025 13:03
195,3719,credit card payment 933689,9336.89,"West Jonathantown, Mexico",31-01-2025 16:03
196,2708,walmart shopping 221925,2219.25,"Jamesmouth, Micronesia",01-01-2025 09:11
197,4963,suspicious wire transfer 108573,1085.73,"Port Stephanie, Western Sahara",11-02-2025 10:12
198,1979,gas station payment 396242,3962.42,"Benjaminmouth, Kazakhstan",10-02-2025 16:21
199,4317,credit card payment 609436,6094.36,"West Charles, Gibraltar",14-02-2025 00:17
200,4994,paypal transfer 594253,5942.53,"Kathrynland, Holy See (Vatican City State)",17-01-2025 11:00
201,4824,walmart shopping 887802,8878.02,"Kathleenstad, Greenland",07-03-2025 01:03
202,3695,gas station payment 188025,1880.25,"Lake Sean, Korea",25-01-2025 23:19
203,1596,amazon purchase 931592,9315.92,"Ashleybury, Tonga",25-01-2025 12:46
204,3139,gas station payment 661908,6619.08,"Lake Brandonmouth, San Marino",06-03-2025 03:21
205,3553,credit card payment 243638,2436.38,"East Jamesberg, Turkey",04-01-2025 14:57
206,4969,paypal transfer 188856,1888.56,"Port Melaniechester, Liberia",16-02-2025 07:16
207,4594,suspicious wire transfer 491947,4919.47,"Scottstad, Lebanon",27-01-2025 13:29
208,4793,amazon purchase 74031,740.31,"New Jennifer, Angola",26-02-2025 14:44
209,2760,suspicious wire transfer 491779,4917.79,"East Breanna, Saint Vincent and the Grenadines",03-03-2025 12:18
210,2602,credit card payment 34153,3415.3,"East Tara, Bosnia and Herzegovina",16-02-2025 00:22
211,2580,suspicious wire transfer 969426,9694.26,"Maddoxhaven, Portugal",20-01-2025 13:38
212,2437,paypal transfer 217554,2175.54,"New Jacobburgh, Haiti",03-02-2025 07:56
213,2847,walmart shopping 802263,8022.63,"Josephton, Belgium",17-02-2025 04:23
214,3902,credit card payment 905801,9058.01,"Bowenberg, Libyan Arab Jamahiriya",09-03-2025 12:04
215,4295,gas station payment 278476,2784.76,"Jeffreyport, Liberia",24-01-2025 18:55
216,3381,suspicious wire transfer 69347,6934.7,"East Kathy, Turkmenistan",13-03-2025 12:40
217,4814,gas station payment 21326,2132.6,"Wagnertown, Timor-Leste",22-01-2025 09:54
218,1275,paypal transfer 269772,2697.72,"Allisonberg, Lesotho",08-01-2025 05:03
219,1890,paypal transfer 196258,1962.58,"South Gloriaton, Spain",12-02-2025 11:06
220,3580,paypal transfer 116356,1163.56,"South Michael, Georgia",09-01-2025 15:03
221,2751,suspicious wire transfer 680507,6805.07,"Port William, Sweden",08-01-2025 06:16
222,4407,walmart shopping 344864,3448.64,"Richardsonview, Armenia",17-01-2025 04:51
223,3837,gas station payment 280076,2800.76,"South Cassandraberg, Russian Federation",03-01-2025 00:45
224,3372,credit card payment 38197,3819.7,"Smithbury, Angola",04-02-2025 05:12
225,1167,paypal transfer 305361,3053.61,"Richardsonton, Western Sahara",23-01-2025 18:21
226,1683,credit card payment 58736,587.36,"Port Karenmouth, San Marino",12-01-2025 23:09
227,2823,paypal transfer 279781,2797.81,"New Cameronborough, Netherlands Antilles",09-03-2025 09:05
228,2575,amazon purchase 801569,8015.69,"Conradshire, Indonesia",26-01-2025 14:03
229,4930,walmart shopping 534257,5342.57,"Thomasside, Antigua and Barbuda",27-02-2025 15:58
230,2735,gas station payment 32889,3288.9,"North Kristintown, Lithuania",04-03-2025 02:03
231,1383,gas station payment 30578,305.78,"Dunlapfort, Pitcairn Islands",17-01-2025 13:33
232,3003,gas station payment 248989,2489.89,"Davidhaven, Nepal",17-02-2025 09:27
233,2504,gas station payment 9115,91.15,"Moraland, Egypt",25-01-2025 18:03
234,2328,walmart shopping 57641,576.41,"Cassandraton, Mayotte",24-02-2025 16:23
235,3899,credit card payment 504082,5040.82,"North Ryanburgh, Uzbekistan",17-02-2025 03:53
236,4123,credit card payment 579433,5794.33,"Batesbury, Venezuela",21-02-2025 09:31
237,1001,credit card payment 76362,7636.2,"Jensenshire, Taiwan",04-01-2025 00:51
238,4502,suspicious wire transfer 70512,7051.2,"Port Aliciabury, Tokelau",30-01-2025 00:03
239,1340,walmart shopping 800065,8000.65,"Lake Carrieborough, Albania",10-03-2025 15:15
240,2167,gas station payment 950949,9509.49,"Port Christopher, Niger",14-02-2025 13:50
241,1375,paypal transfer 756609,7566.09,"Dianemouth, Zimbabwe",26-01-2025 22:48
242,4116,credit card payment 987194,9871.94,"Barryhaven, Liechtenstein",26-01-2025 19:09
243,3808,paypal transfer 305005,3050.05,"Port Alexmouth, Burkina Faso",13-02-2025 05:34
244,4727,gas station payment 258638,2586.38,"New Sherri, Central African Republic",20-01-2025 18:09
245,1977,amazon purchase 53184,531.84,"East Stanleyview, Turkey",18-01-2025 02:55
246,1321,paypal transfer 78936,789.36,"Jeremyfurt, Czech Republic",14-01-2025 05:17
247,2281,walmart shopping 89316,893.16,"West Nathaniel, Wallis and Futuna",16-01-2025 17:24
248,4137,walmart shopping 529251,5292.51,"Castillomouth, Brazil",10-03-2025 01:30
249,4666,credit card payment 306105,3061.05,"Christieview, French Southern Territories",07-03-2025 13:53
250,3753,credit card payment 485229,4852.29,"Susanstad, Guinea-Bissau",21-02-2025 15:27
251,4320,credit card payment 288549,2885.49,"Lake Donald, Slovakia (Slovak Republic)",19-02-2025 05:21
252,4968,amazon purchase 210677,2106.77,"Chaseton, Marshall Islands",03-03-2025 09:20
253,1030,walmart shopping 29813,2981.3,"Lake Deannaville, Cocos (Keeling) Islands",20-02-2025 01:25
254,2153,walmart shopping 780254,7802.54,"North Tony, Armenia",14-02-2025 22:23
255,2679,suspicious wire transfer 806753,8067.53,"East Mark, American Samoa",23-01-2025 04:54
256,4632,walmart shopping 80065,8006.5,"North Jennifer, Niue",21-02-2025 17:53
257,3379,suspicious wire transfer 581181,5811.81,"South Michael, Chile",14-01-2025 02:04
258,4580,credit card payment 13526,135.26,"New Christinaside, South Africa",14-02-2025 11:00
259,1163,amazon purchase 51544,515.44,"New Sean, Bangladesh",05-03-2025 05:48
260,3776,credit card payment 295892,2958.92,"Paigeshire, Hungary",03-01-2025 19:58
261,1788,paypal transfer 800405,8004.05,"Brandonside, Lao People's Democratic Republic",20-01-2025 05:14
262,1382,gas station payment 2304,230.4,"Roweview, United Arab Emirates",26-01-2025 11:24
263,3280,credit card payment 967357,9673.57,"Lake Jennystad, Italy",25-01-2025 11:22
264,3343,amazon purchase 388608,3886.08,"North Brandonhaven, New Zealand",19-01-2025 15:02
265,2244,credit card payment 513795,5137.95,"Port Valerieburgh, Nepal",16-02-2025 16:01
266,2991,gas station payment 272536,2725.36,"New Allen, Martinique",12-02-2025 02:50
267,2740,amazon purchase 836665,8366.65,"Oliviamouth, Cocos (Keeling) Islands",13-01-2025 06:32
268,1724,walmart shopping 195972,1959.72,"Ballardbury, Honduras",12-02-2025 14:39
269,3005,walmart shopping 349262,3492.62,"East Curtisberg, Samoa",16-02-2025 04:41
270,3559,paypal transfer 531668,5316.68,"Lake Nancyland, Philippines",23-01-2025 13:24
271,3557,paypal transfer 580597,5805.97,"South Zacharytown, Zimbabwe",06-01-2025 18:02
272,2231,paypal transfer 363976,3639.76,"Wellschester, Syrian Arab Republic",03-03-2025 11:41
273,2663,paypal transfer 84112,8411.2,"South Crystalville, Burundi",04-01-2025 20:12
274,3975,walmart shopping 180652,1806.52,"Port Dannystad, Egypt",01-03-2025 03:44
275,2086,gas station payment 126338,1263.38,"New Jennifer, Singapore",07-03-2025 00:42
276,1387,suspicious wire transfer 740283,7402.83,"Jordanmouth, Nepal",12-03-2025 04:00
277,3427,paypal transfer 818183,8181.83,"East Javier, Estonia",21-02-2025 01:38
278,4824,paypal transfer 147122,1471.22,"Dustinmouth, Yemen",13-03-2025 05:21
279,2622,amazon purchase 572206,5722.06,"Linfurt, Reunion",01-01-2025 11:34
280,4546,credit card payment 21303,213.03,"Alexisshire, Sao Tome and Principe",15-02-2025 07:12
281,3649,paypal transfer 80167,8016.7,"New Tonyshire, Eritrea",22-01-2025 04:52
282,3951,paypal transfer 178261,1782.61,"Tracybury, Yemen",05-02-2025 20:28
283,2551,paypal transfer 479184,4791.84,"South Debra, Palestinian Territory",26-01-2025 23:37
284,1969,suspicious wire transfer 278838,2788.38,"Colemanfort, United Kingdom",23-01-2025 23:06
285,3287,paypal transfer 211809,2118.09,"Port Francesfurt, Anguilla",13-01-2025 03:55
286,2961,credit card payment 947913,9479.13,"Rossland, Latvia",12-02-2025 22:31
287,4108,walmart shopping 722027,7220.27,"New Joel, Nepal",27-02-2025 10:31
288,4573,amazon purchase 161071,1610.71,"Townsendville, South Georgia and the South Sandwich Islands",24-01-2025 00:20
289,2773,credit card payment 749578,7495.78,"Markstad, North Macedonia",04-03-2025 19:38
290,4815,gas station payment 594642,5946.42,"New Bruceville, Vanuatu",15-01-2025 17:21
291,3122,gas station payment 377994,3779.94,"Randyborough, Finland",20-01-2025 13:40
292,2225,credit card payment 738673,7386.73,"Valenzuelaburgh, United Arab Emirates",05-01-2025 08:57
293,4291,walmart shopping 233457,2334.57,"West Jason, Christmas Island",24-02-2025 10:11
294,4617,paypal transfer 846737,8467.37,"Newmanberg, Mozambique",09-02-2025 02:12
295,3470,suspicious wire transfer 475641,4756.41,"Carlosbury, Botswana",21-01-2025 15:34
296,3901,suspicious wire transfer 62535,6253.5,"Davidberg, British Virgin Islands",24-02-2025 17:33
297,4497,credit card payment 322943,3229.43,"Villegasberg, British Indian Ocean Territory (Chagos Archipelago)",07-01-2025 22:09
298,3278,paypal transfer 54766,5476.6,"New Davidbury, French Southern Territories",31-01-2025 13:42
299,1532,paypal transfer 17384,173.84,"Susanburgh, Tanzania",27-01-2025 21:30
300,3359,suspicious wire transfer 590863,5908.63,"Jamesville, Ecuador",10-03-2025 05:02
301,2940,credit card payment 595296,5952.96,"Meganhaven, North Macedonia",16-01-2025 15:31
302,4502,suspicious wire transfer 48046,480.46,"Oliverfort, Guinea",16-02-2025 13:40
303,1372,gas station payment 588166,5881.66,"West John, Montserrat",14-01-2025 20:19
